"paper","authors","title","position","contribution ID"
"TUB03","C.-K. Min, H. Heo, H.-S. Kang, C. Kim, G. Kim, D.H. Na, B.G. Oh, S.Y. Rah, H. Yang, K. Kim, D. Shu, Yu. Shvyd'ko, M.H. Cho, M.J. Kim, J.H. Ko, I.H. Nam, C.H. Shim, Y.J. Suh","Hard X-Ray Self-Seeding at PAL-XFEL",,2083
"TUB04","S. Spampinati, E. Allaria, L. Badano, C. Callegari, G. De Ninno, M. Di Fraia, S. Di Mitri, L. Giannessi, N. Mahne, M. Manfredda, N.S. Mirian, G. Penco, O. Plekan, K.C. Prince, L. Raimondi, P. Rebernik Ribic, C. Spezzani, M. Trovo, M. Zangrando, X. Yang, T. Mazza, R. Feifel, R. Squibb","Generation and Measurement of Intense Few-Femtosecond Superradiant Soft X-Ray Free Electron Laser Pulses",,2179
"TUD01","Y.K. Wu, H. Hao, P. Liu, S.F. Mikhailov, V. Popov, J. Yan, S.V. Benson","Generating Orbital Angular Momentum Beams in an FEL Oscillator",,2462
"TUD02","R. Hajima, K. Kawase, R. Nagai, T. Miyajima, M. Shimada, H. Ohgaki, H. Zen, Y. Hayakawa, T. Sakai, Y. Sumitomo","Application of Infrared FEL Oscillators for Producing Isolated Attosecond X-Ray Pulses via High-Harmonic Generation in Rare Gases",272,1943
"TUD03","V.V. Kubarev, Ya.V. Getmanov, O.A. Shevchenko, S. Bae, Y.U. Jeong","Fine and Hyperfine Structure of FEL Emission Spectra",276,1342
"TUD04","G. Marcus, F.-J. Decker, G.L. Gassner, A. Halavanau, J.B. Hastings, Z. Huang, Y. Liu, J.P. MacArthur, R.A. Margraf, T.O. Raubenheimer, A. Sakdinawat, T.-F. Tan, D. Zhu, J.W.J. Anton, L. Assoufid, K. Goetze, W.G. Jansma, S.P. Kearney, K. Kim, R.R. Lindberg, A. Miceli, X. Shi, D. Shu, Yu. Shvyd'ko, J.P. Sullivan, M. White, B.T. Lantz","Cavity-Based Free-Electron Laser Research and Development: A Joint Argonne National Laboratory and SLAC National Laboratory Collaboration",282,2146
"TUP001","P. Boonpornprasert, G.Z. Georgiev, G. Koss, M. Krasilnikov, X. Li, F. Mueller, A. Oppelt, S. Philipp, H. Shaker, F. Stephan, T. Weilbach, Z.G. Amirkhanyan","Extension of the PITZ Facility for a Proof-of-Principle Experiment on THz SASE FEL",38,2076
"TUP002","X. Li, P. Boonpornprasert, Y. Chen, G.Z. Georgiev, J.D. Good, M. Gross, P.W. Huang, I.I. Isaev, C. Koschitzki, M. Krasilnikov, S. Lal, O. Lishilin, G. Loisch, D. Melkumyan, R. Niemczyk, A. Oppelt, H.J. Qian, H. Shaker, G. Shu, F. Stephan, G. Vashchenko","Progress in Preparing a Proof-of-Principle Experiment for THz SASE FEL at PITZ",41,1883
"TUP003","H. Shaker, P. Boonpornprasert, G.Z. Georgiev, G. Koss, M. Krasilnikov, X. Li, A. Lueangaramwong, F. Mueller, A. Oppelt, S. Philipp, F. Stephan, G. Vashchenko, T. Weilbach","Design of a Magnetic Bunch Compressor for the THz SASE FEL Proof-of-Principle Experiment at PITZ",45,2521
"TUP004","T. Tanikawa, G. Geloni, S. Karabekyan, S. Serkez, M. Gensch, S. Kovalev, S. Casalbuoni, V. B. Asgekar","A Superradiant THz Undulator Source for XFELs",48,1462
"TUP005","T. Tanikawa, G. Geloni, S. Karabekyan, S. Serkez, M. Lederer, S. Tomin, M. Adachi","Feasibility Study of an External-Laser Seeding for the European XFEL",,2002
"TUP006","W. Schöllkopf, M. De Pas, D. Dowell, S. Gewinner, H. Junkes, G. Meijer, G. von Helden, J. Rathke, T. Schultheiss, A.M.M. Todd, L.M. Young, W.B. Colson, S.C. Gottschalk","The FHI FEL Upgrade Design",52,1932
"TUP007","M. Bawatna, B.W. Green","Experience with the Superradiant THz User Facility Driven by a Quasi-CW SRF Accelerator at ELBE",56,1161
